,SID,location,timestamp,point_error,anomaly
9156,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 16:00:00,0.3204329393876783,No
9157,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 17:00:00,0.11234663072737623,No
9158,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 18:00:00,0.050529206647334256,No
9159,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 19:00:00,0.011090101411198303,No
9160,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 20:00:00,0.1555281949702512,No
9161,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 21:00:00,0.0011009555011364444,No
9162,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 22:00:00,0.10593432519586804,No
9163,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-04 23:00:00,0.0029743560419935957,No
9164,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 00:00:00,0.002572008080586188,No
9165,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 01:00:00,0.006986950637224228,No
9166,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 02:00:00,0.005420228764269973,No
9167,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 03:00:00,0.003587693735528143,No
9168,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 04:00:00,0.012497016751034573,No
9169,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 05:00:00,0.025893242862359694,No
9170,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 06:00:00,0.03616313016102833,No
